,name,address,sido,gugun
555,수서점,"서울특별시 강남구 광평로51길 49, 수서주공아파트상가112",서울특별시,강남구
556,수성점,대구광역시 수성구 달구벌대로458길 26,대구광역시,수성구
557,수안보점,충청북도 충주시 수안보면 장터2길 20-7,충청북도,충주시
558,수완점,광주광역시 광산구 수완로9번길 38,광주광역시,광산구
559,수원지사, ,,
560,수유점,"서울특별시 강북구 노해로11길 42, 1층(수유동)",서울특별시,강북구
561,수진점,"경기도 성남시수정구 제일로124번길 8, 1층 (수진동)",경기도,성남시수정구
562,순흥점,경상북도 영주시 순흥면 읍내리 315-1,경상북도,영주시
563,시화3점,경기도 시흥시 정왕대로53번길 29,경기도,시흥시
564,시화5점,경기도 시흥시 역전로 427 세종상가 104,경기도,시흥시
565,시화6점,경기도 시흥시 중심상가로 132 청솔아파트 상가 104호,경기도,시흥시
566,시화7점,"경기도 시흥시 정왕신길로49번 37,109(서해APT상가)",경기도,시흥시
567,시화8점,"경기도 시흥시 정왕대로266번길 6, 금강아파트 상가 108호",경기도,시흥시
568,시화지구점,경기도 시흥시 봉우재로7번길 20,경기도,시흥시
569,시흥사거리점,서울특별시 금천구 시흥대로57길 41 1층,서울특별시,금천구
570,시흥현대점,"서울특별시 금천구 독산로36길 8, 지하1층 (시흥동)",서울특별시,금천구
571,신갈점,경기도 용인시기흥구 신구로53번길 10-1(신갈동),경기도,용인시기흥구
572,신계점,충청남도 천안시동남구 목천읍 충철로 874 ,충청남도,천안시동남구
573,신곡점,경기도 의정부시 시민로 240,경기도,의정부시
574,신공덕점,"서울특별시 마포구 만리재옛길 20(신공덕동, 1층)",서울특별시,마포구
575,신공항점,"인천광역시 중구 영종대로27번길 41, 상가동 103호",인천광역시,중구
576,신관점,충청남도 공주시 공주대학로 23-4 ,충청남도,공주시
577,신관초교점,충청남도 공주시 번영1로 97-20 ,충청남도,공주시
578,신구로점,서울특별시 구로구 구로중앙로 28다길21,서울특별시,구로구
579,신길2점,서울특별시 영등포구 영등포로86길 12 (신길동),서울특별시,영등포구
580,신내동점,"서울특별시 중랑구 봉화산로 236(신내동, 102호)",서울특별시,중랑구
581,신대방역점,서울특별시 관악구 남부순환로143길 20,서울특별시,관악구
582,신대점,대전광역시 대덕구 신탄진로 213,대전광역시,대덕구
583,신도림점,서울특별시 구로구 신도림로11다길 23(신도림동),서울특별시,구로구
584,신둔점,경기도 이천시 신둔면 경충대로 3172,경기도,이천시
585,신례원점,충청남도 예산군 예산읍 창말로 8,충청남도,예산군
586,신림2점,서울특별시 관악구 대학길 70,서울특별시,관악구
587,신림점(원주),강원도 원주시 신림면 신림황둔로 4,강원도,원주시
588,신림현대점,"서울특별시 관악구 신림로 122, 1층 (신림동)",서울특별시,관악구
589,신반점,경상남도 의령군 부림면 신번로 164,경상남도,의령군
590,신부점,충청남도 천안시동남구 터미널5길 14,충청남도,천안시동남구
591,신사동점,"서울특별시 은평구 갈현로3길 33-8, 1층 (신사동)",서울특별시,은평구
592,신선점,부산광역시 영도구 하나길 614,부산광역시,영도구
593,신설동점,서울특별시 종로구 숭인동길 53-4,서울특별시,종로구
594,신성점,대전광역시 유성구 신선로72번길 30,대전광역시,유성구
595,신수동점,"서울특별시 마포구 토정로 240, 상가동 101호 (신수동, 신수현대아파트)",서울특별시,마포구
596,신수리점,강원도 철원군  서면 자등로 595,강원도,철원군
597,신시가지점,제주특별자치도 서귀포시 김정문화로 66(삼주연립주택),제주특별자치도,서귀포시
598,신양점,충청남도 예산군 신양면 청신로 364,충청남도,예산군
599,신영통점,경기도 수원시영통구 영통로90번길 4-9(망포동485-3),경기도,수원시영통구
600,신원당점,경기도 고양시덕양구 고양대로1384번길 7-24 동문상가 1층 ,경기도,고양시덕양구
601,신월4점,서울특별시 양천구 월정로 60 (신월동),서울특별시,양천구
602,신월7점,서울특별시 양천구 지양로7길 9,서울특별시,양천구
603,신정1점,"서울특별시 양천구 중앙로32길 55, 1층 101호 (신정동)",서울특별시,양천구
604,신정2점,"서울특별시 양천구 신목로2길 11, 1층 103호 (신정동,청구아파트상가)",서울특별시,양천구
605,신제주점,제주특별자치도 제주시 신대로 124(연동),제주특별자치도,제주시
606,신창부영점,광주광역시 광산구 신창로71번길 33,광주광역시,광산구
607,신창점,충청남도 아산시 신창면 서부남로 868,충청남도,아산시
608,신천은행점,경기도 시흥시 수인로3325번길 15-4,경기도,시흥시
609,신천점,대구광역시 동구 송라로12길 31,대구광역시,동구
610,신탄3점,대전광역시 대덕구 신탄진북로 32,대전광역시,대덕구
611,신태인점,전라북도 정읍시 신태인읍 신태인중앙로 7-1,전라북도,정읍시
612,신풍시장점,서울특별시 영등포구 가마산로61길 3-1,서울특별시,영등포구
613,신항점,충청남도 태안군 근흥면 신진부두길 82,충청남도,태안군
614,신현리점,경기도 광주시 오포읍 새말길 94,경기도,광주시
615,신현점,인천광역시 서구 원창로239번길 4(가정동),인천광역시,서구
616,신흥2점,경기도 성남시수정구 수정로220번길 5 (신흥동),경기도,성남시수정구
617,심곡5점,경기도 부천시원미구 부천로103번길 17,경기도,부천시원미구
618,심곡본1점,"경기도 부천시소사구 성주로 159(심곡본동,1층)",경기도,부천시소사구
619,심곡점,인천광역시 서구 심곡로 170 상가동 1층 103호,인천광역시,서구
620,십정점,인천광역시 부평구 배곶남로 18,인천광역시,부평구
621,쌍문동점,서울특별시 도봉구 해등로 189 삼익아파트상가 107호,서울특별시,도봉구
622,쌍촌시영점,광주광역시 서구 쌍촌로 37,광주광역시,서구
623,아동점,"경기도 파주시 경의로 1821, 1층101호",경기도,파주시
624,아라점,"제주특별자치도 제주시 인다12길 1 1층, 106호",제주특별자치도,제주시
625,아산풍기점,충청남도 아산시 어의정로 184,충청남도,아산시
626,아중점,전라북도 전주시덕진구 인후동1가 880-5,전라북도,전주시덕진구
627,아진천곡달천점,울산광역시 북구 달천로 103-19(달천아이파크 2차상가 100동 B109호),울산광역시,북구
628,안강점,경상북도 경주시 안강읍 비화원로 117,경상북도,경주시
629,안녕송산점,경기도 화성시 용주로 25 1층 일부호(안녕동),경기도,화성시
630,안산3점,경기도 안산시단원구 예술대학로 107 상가104호,경기도,안산시단원구
631,안산상록수점,경기도 안산시상록구 본삼로 17 1층 103호,경기도,안산시상록구
632,안산이동점,"경기도 안산시상록구 도매시장로 34-1, 102호",경기도,안산시상록구
633,안산일동점,경기도 안산시상록구 호동로 81(일동),경기도,안산시상록구
634,안산효자점,경기도 안산시단원구 선부광장서로1길 15 효자상가103호,경기도,안산시단원구
635,안서점,충청남도 천안시동남구 중암1길 17,충청남도,천안시동남구
636,안성2점,경기도 안성시 개내교1길 4,경기도,안성시
637,안양5동점,경기도 안양시만안구 현충로28번길 45,경기도,안양시만안구
638,안의점,경상남도 함양군 안의면 강변로 321,경상남도,함양군
639,안정점,경상남도 통영시 광도면 안정로 807,경상남도,통영시
640,안중점,경기도 평택시 안중읍 안현로서7길 16,경기도,평택시
641,안흥점,강원도 횡성군 안흥면 안흥로 37,강원도,횡성군
642,암사2점,"서울특별시 강동구 구천면로 337, 1층 (암사동)",서울특별시,강동구
643,암사역점,서울특별시 강동구 상암로11길 5(암사동),서울특별시,강동구
644,앙성점,충청북도 충주시 앙성면 가곡로 1033-1,충청북도,충주시
645,애월점,제주특별자치도 제주시 애월로 117,제주특별자치도,제주시
646,야탑점,"경기도 성남시분당구 야탑로139번길 18-3 (야탑동,1층)",경기도,성남시분당구
647,약대점,경기도 부천시오정구 평천로 746,경기도,부천시오정구
648,약목점,경상북도 칠곡군 약목면 약목로 94-2(2층 건물내 1층),경상북도,칠곡군
649,약수역점,서울특별시 중구 다산로28길 22 1층,서울특별시,중구
650,양곡1점,경기도 김포시 양촌읍 양곡2로60번길 53 101호,경기도,김포시
651,양덕원점,강원도 홍천군  남면 시동로 4,강원도,홍천군
652,양덕합성점,경상남도 창원시마산회원구 합성옛길97 ,경상남도,창원시마산회원구
653,양동점,경기도 양평군 양동면 양동시장길 6-5,경기도,양평군
654,양문점,경기도 포천시 영중면 양문로 98-1,경기도,포천시
655,양벌점,경기도 광주시 오포읍 양벌로 216-1,경기도,광주시
656,양성점,경기도 안성시 양성면 읍내길 26,경기도,안성시
657,양수리점,경기도 양평군 양서면 양수로150번길 9-2,경기도,양평군
658,양재점,서울특별시 서초구 남부순환로356길 33 광성빌딩 1층,서울특별시,서초구
659,양정염포점,울산광역시 북구 염포로 591-1(양정동),울산광역시,북구
660,양주백석점,경기도 양주시 백석읍 양주산성로 564-1 1층,경기도,양주시
661,양평옥천점,"경기도 양평군 옥천면 북부길9번길, 5",경기도,양평군
662,양평용문점,경기도 양평군 용문면 용문역길 7,경기도,양평군
663,양평점,경기도 양평군 양평읍 중앙로167번길 62,경기도,양평군
664,어양점,전라북도 익산시 고봉로18길 107(어양동),전라북도,익산시
665,언양점,울산광역시 울주군 언양읍 읍성로 40,울산광역시,울주군
666,엄사금암점,충청남도 계룡시 엄사면 번영2길 4-41 101호,충청남도,계룡시
667,엄정점,충청북도 충주시 엄정면 내창로 205,충청북도,충주시
668,에코점,인천광역시 남동구 앵고개로815번길 19,인천광역시,남동구
669,여월점,경기도 부천시오정구 삼작로302번길 21-3,경기도,부천시오정구
670,여의도점,"서울특별시 영등포구 여의나루로 117, 109(여의도동)",서울특별시,영등포구
671,여주점,경기도 여주시 여흥로 97,경기도,여주시
672,역곡1점,경기도 부천시원미구 역곡로 61 (역곡동),경기도,부천시원미구
673,연남동점,서울특별시 마포구 연남로 41(연남동),서울특별시,마포구
674,연동점,제주특별자치도 제주시 연동1길 10,제주특별자치도,제주시
675,연무대점,충청남도 논산시 연무읍 안심로 127,충청남도,논산시
676,연봉점,강원도 홍천군  홍천읍 무궁화로 88,강원도,홍천군
677,연성점,"경기도 시흥시 인선길 100, 107호(장곡동, 연성프라자)",경기도,시흥시
678,연수3점,"인천광역시 연수구 함박뫼로 100, 107호",인천광역시,연수구
679,연수5점,"인천광역시 연수구 먼우금로 126, 107호(동춘동, 대림현대)",인천광역시,연수구
680,연수6점,"인천광역시 연수구 샘말로 106-7(연수동, 1층 일부)",인천광역시,연수구
681,연수동점,충청북도 충주시 연원로 28(연수동),충청북도,충주시
682,연수주공점,"인천광역시 연수구 원인재로 315, 103호",인천광역시,연수구
683,연지점,경기도 안성시 혜산로 14-1,경기도,안성시
684,연천점,경기도 연천군 연천읍 연천로 262,경기도,연천군
685,연풍점,경기도 파주시 파주읍 술이홀로 449,경기도,파주시
686,연풍점(충북),충청북도 괴산군 연풍면 향교로 28,충청북도,괴산군
687,염창동점,서울특별시 강서구 공항대로65길 51. 1층(염창동),서울특별시,강서구
688,영광점,전라남도 영광군 영광읍 백산길 10-1,전라남도,영광군
689,영덕점,경상북도 영덕군 영덕읍 중앙길 120-3,경상북도,영덕군
690,영동아파트점,"서울특별시 강남구 역삼로64길 11, 1층(대치동)",서울특별시,강남구
691,영동점,충청북도 영동군 구교로 46,충청북도,영동군
692,영등포점,"서울특별시 영등포구 양산로 137, 1층(당산동3가)",서울특별시,영등포구
693,영산점,경상남도 창녕군 영산면 서리상촌길321,경상남도,창녕군
694,영오점,경상남도 고성군 영오면 영회로 514,경상남도,고성군
695,영운동점,충청북도 청주시상당구 영운로 34-1(영운동),충청북도,청주시상당구
696,영월삼호점,"강원도 영월군 영월읍 단종로 88, 102호 삼호상가",강원도,영월군
697,영월점,강원도 영월군 영월읍 은행나무길 19,강원도,영월군
698,영주지사, ,,
699,영주풍기점,경상북도 영주시 풍기읍 풍기로 49-1,경상북도,영주시
700,영천시장점,서울특별시 서대문구 통일로 175,서울특별시,서대문구
701,영통2점,경기도 수원시영통구 영통로 498 상가동 106호,경기도,수원시영통구
702,예산1점,충청남도 예산군 예산읍 천변로 179,충청남도,예산군
703,예산2점,충청남도 예산군 예산읍 역전로 70,충청남도,예산군
704,예천점,경상북도 예천군 예천읍 남본리 222-2,경상북도,예천군
705,오류1점,서울특별시 구로구 고척로1길 5 (오류동),서울특별시,구로구
706,오목천점,경기도 수원시권선구 삼천병마로 1592번길 3(오목천동),경기도,수원시권선구
707,오산1점,경기도 오산시 오산로 190번 24,경기도,오산시
708,오산2점,경기도 오산시 오산로 226번길 18(원동),경기도,오산시
709,오성점,경기도 평택시 오성면 숙성시장길 36,경기도,평택시
710,오정점,"경기도 부천시오정구 오정로 244번 45, (오정동,1층)",경기도,부천시오정구
711,오천원동점,경상북도 포항시남구 오천읍 냉천로302번길 51,경상북도,포항시남구
712,오포점,경기도 광주시 오포읍 오포로 886-1,경기도,광주시
713,오학점,"경기도 여주시 현암2길  28-11, 1층8호(현암동, 삼진아파트)",경기도,여주시
714,옥계점(대전),대전광역시 중구 대종로 59(옥계동),대전광역시,중구
715,옥산점,경상북도 경산시 성암로 10길 2-12(옥산동),경상북도,경산시
716,옥수동점,"서울특별시 성동구 독서당로39길 48, 1층 (옥수동)",서울특별시,성동구
717,옥정점,"경기도 양주시 옥정동로5다길 12, 1층(옥정동)",경기도,양주시
718,옥천점(충북),충청북도 옥천군 옥천읍 금장로 53,충청북도,옥천군
719,옥포1점,"경상남도 거제시 옥포로 282, 104동지하층101호",경상남도,거제시
720,온수리점,인천광역시 강화군 길상면 강화동로 8-1,인천광역시,강화군
721,온양1점,충청남도 아산시 충무로 20번길 20,충청남도,아산시
722,와룡점,대구광역시 달서구 이곡동로 32,대구광역시,달서구
723,와수리점,강원도 철원군  서면 와수로 168-1,강원도,철원군
724,왕십리점,서울특별시 성동구 무학봉15길 23,서울특별시,성동구
725,왜관점,경상북도 칠곡군 왜관읍 구상길 180-1 삼성A104,경상북도,칠곡군
726,외동점,경상남도 김해시 함박로48 ,경상남도,김해시
727,용강점,경상북도 경주시 승삼1길 6-10,경상북도,경주시
728,용곡점,충청남도 천안시동남구 풍세로 769-28,충청남도,천안시동남구
729,용담점,"제주특별자치도 제주시 욤담로 94, 1층",제주특별자치도,제주시
730,용산점,"충청북도 충주시 금붕9길 3, 106호(용산동)",충청북도,충주시
731,용상점,경상북도 안동시 용상동 1242,경상북도,안동시
732,용연점,충청남도 아산시 배방읍 용연로 36,충청남도,아산시
733,용운점,대전광역시 동구 용운로 144,대전광역시,동구
734,용원점,경상남도 창원시진해구 용재로29번길 5-17,경상남도,창원시진해구
735,용인구성점,경기도 용인시기흥구 구성로 176(언남동),경기도,용인시기흥구
736,용인시청점,경기도 용인시처인구 중부대로 1142-1,경기도,용인시처인구
737,용전점,대전광역시 대덕구 홍도로 114번길 1,대전광역시,대덕구
738,용현1호점,인천광역시 미추홀구 인주대로174번길 36,인천광역시,미추홀구
739,용현2호점,인천광역시 미추홀구 낙섬중로 11(용현동),인천광역시,미추홀구
740,용현점,"경기도 의정부시 충의로57번길 7-3(용현동, 1층)",경기도,의정부시
741,용호점,"부산광역시 남구 용호로42번길 104(용호동,1층)",부산광역시,남구
742,용화점,충청남도 아산시 시민로258번길 3-21,충청남도,아산시
743,우만.지동점,경기도 수원시팔달구 창룡대로150번 55(우만동),경기도,수원시팔달구
744,우성점,충청남도 천안시서북구 직산읍 자은가리1길 68,충청남도,천안시서북구
745,우암점,충청북도 청주시청원구 향군로 20(우암동),충청북도,청주시청원구
746,우천점,강원도 횡성군 우천면 수남로 333,강원도,횡성군
747,우현점,경상북도 포항시북구 아치로 39-7,경상북도,포항시북구
748,운남삼성점,광주광역시 광산구 임방울대로 142-12,광주광역시,광산구
749,운정1점,"경기도 파주시 미래로 603, 상가동 203호(목동동)",경기도,파주시
750,운정2점,"경기도 파주시 동패로 115, 상가동 122호",경기도,파주시
751,운천점,경기도 포천시 영북면 운천로 10,경기도,포천시
752,울산신정1점,울산광역시 남구 봉월로164번길 4,울산광역시,남구
753,원곡동점,"경기도 안산시단원구 원선로 55, 104호(원곡동)",경기도,안산시단원구
754,원당지구점,"인천광역시 서구 원당대로 866, 103호",인천광역시,서구
755,원동일산점,"강원도 원주시 무실로 96, 1층 (일산동)",강원도,원주시
756,원미1점,"경기도 부천시원미구 원미로 89-1, 1층(원미동)",경기도,부천시원미구
757,원북점,충청남도 태안군 원북면 원이로 837,충청남도,태안군
758,원앙마을점,충청남도 천안시동남구 목천읍 삼성5길 46,충청남도,천안시동남구
759,원종3점,경기도 부천시오정구 원종로 7,경기도,부천시오정구
760,원주지사,테스트 테스트구 테스트점 23-123,테스트,테스트구
761,원천점,경기도 수원시영통구 동탄원천로1109번길 42,경기도,수원시영통구
762,원통점,강원도 인제군  북면 금강로 46,강원도,인제군
763,월계동점,서울특별시 노원구 광운로2나길 11,서울특별시,노원구
764,월계삼호점,서울특별시 노원구 마들로 127 삼호4차 상가,서울특별시,노원구
765,월곡2점,서울특별시 성북구 월곡로 112,서울특별시,성북구
766,월봉점,충청남도 천안시서북구 월봉로 79,충청남도,천안시서북구
767,월피주공점,"경기도 안산시상록구 예술광장1로 7, 주공상가 107호",경기도,안산시상록구
768,위미점,제주특별자치도 서귀포시 남원읍 위미중앙로 204,제주특별자치도,서귀포시
769,유구점,충청남도 공주시 유구읍 중앙1길 88,충청남도,공주시
770,유성1점,대전광역시 유성구 게룡로60번길 60-2,대전광역시,유성구
771,유성2점,대전광역시 유성구 유성대로 745,대전광역시,유성구
772,유천2점,대전광역시 중구 계백로 1626-1,대전광역시,중구
773,유천점,대전광역시 중구 문화로 71-1,대전광역시,중구
774,율도점,인천광역시 서구 새오개로 75,인천광역시,서구
775,율량점,충청북도 청주시청원구 공항로 114,충청북도,청주시청원구
776,율암온천점,경기도 화성시 팔탄면 온천로 454,경기도,화성시
777,율하점,대구광역시 동구 율하동로12길 12(율하동),대구광역시,동구
778,으뜸점,광주광역시 서구 상무공원로 112 해광한신아파트상가 113호,광주광역시,서구
779,은빛점,경기도 고양시덕양구 화중로130번길 5-19,경기도,고양시덕양구
780,은행나무점,서울특별시 금천구 탑골로 17,서울특별시,금천구
781,은행점,경기도 성남시중원구 산성대로582번 14. 1층(은행동),경기도,성남시중원구
782,은행택지점,"경기도 시흥시 은행로 107, 상가1동 1202호",경기도,시흥시
783,음봉점,충청남도 아산시 음봉면 산동안길 10,충청남도,아산시
784,음성점,충청북도 음성군 음성읍 시장로 95,충청북도,음성군
785,응암1점,서울특별시 은평구 응암로 247(응암동),서울특별시,은평구
786,의당.신한점,충청남도 공주시 의당면 연수원길 115-2 102호,충청남도,공주시
787,의정부지사, ,,
788,이대점,"서울특별시 마포구 숭문16길 6, 1층(염리동)",서울특별시,마포구
789,이도점,"제주특별자치도 제주시 도남로15길 4-12, 101호(도남동)",제주특별자치도,제주시
790,이동점,경기도 포천시 이동면 화동로 2105,경기도,포천시
791,이매점,경기도 성남시분당구 이매로 54 이매촌분산상가 101호,경기도,성남시분당구
792,이수점,충청남도 천안시서북구 한들1로 58,충청남도,천안시서북구
793,이원점,충청북도 옥천군 이원면 신흥1길 5,충청북도,옥천군
794,이월점,충청북도 진천군 이월면 진광로 789-1,충청북도,진천군
795,이주단지점,충청남도 당진시 송악읍 신복운로6길 7(1층),충청남도,당진시
796,이천중앙점,경기도 이천시 서희로 37(중리동),경기도,이천시
797,이천현대점,경기도 이천시 부발읍 경충대로2110번길 14,경기도,이천시
798,이포점,경기도 여주시 금사면 이포로 60,경기도,여주시
799,이화동점,서울특별시 종로구 대학로 52(연건동),서울특별시,종로구
800,인계점,"경기도 수원시팔달구 권광로 317번 12, 상가동 지하1층6,7호",경기도,수원시팔달구
801,인덕원점,"경기도 안양시동안구 흥안대로517번 49, 1층(관양동)",경기도,안양시동안구
802,인동점(대전),대전광역시 동구 충무로 229,대전광역시,동구
803,인월점,전라북도 남원시 인월면 인월장터로 9-1,전라북도,남원시
804,인제점,강원도 인제군  인제읍 비봉로 3,강원도,인제군
805,인제현리점,강원도 인제군  기린면 기린로 19,강원도,인제군
806,인창점,"경기도 구리시 건원대로99번길 49, 1층(인창동)",경기도,구리시
807,인천남부점,"인천광역시 남동구 성리로35번길 20-1(구월동, 1층)",인천광역시,남동구
808,인천남촌점,인천광역시 남동구 남촌동로 52-1,인천광역시,남동구
809,인천지사, ,,
810,일도점,제주특별자치도 제주시 천수로 25-1,제주특별자치도,제주시
811,일동점,경기도 포천시 일동면 화동로 1073,경기도,포천시
812,일신점,인천광역시 부평구 일신로 11,인천광역시,부평구
813,임계점,강원도 정선군  임계면 송계5길 5,강원도,정선군
814,임광점,경기도 수원시영통구 권선로 792 (매탄동),경기도,수원시영통구
815,임은점,경상북도 구미시 임은길 50,경상북도,구미시
816,입암동점,강원도 강릉시 성덕포남로 89-10,강원도,강릉시
817,자양1점,"서울특별시 광진구 자양로13다길 47(자양동, 1층)",서울특별시,광진구
818,자양3점,서울특별시 광진구 뚝섬로 693,서울특별시,광진구
819,자양점,대전광역시 동구 동대전로 228,대전광역시,동구
820,자유점,강원도 원주시 자유시장길 7,강원도,원주시
821,작전1점,"인천광역시 계양구 주부토로 468(작전동, 상가동1층6호)",인천광역시,계양구
822,작전현대점,인천광역시 계양구 효서로 377,인천광역시,계양구
823,잠실새마을점,"서울특별시 송파구 백제고분로7길 39, 1층 106호(잠실동,고려빌딩)",서울특별시,송파구
824,장계점,전라북도 장수군 장계면 한들로 81,전라북도,장수군
825,장기1점,"경기도 김포시 초당로61번길 21, 103호",경기도,김포시
826,장기월드점,"경기도 김포시 전원로 32, 116호(장기동, 월드상가)",경기도,김포시
827,장락고암점,충청북도 제천시 신죽하로 83-24(장락동),충청북도,제천시
828,장량점,경상북도 포항시북구 장량로87번길 6-15,경상북도,포항시북구
